"Ticker","Period","Date","""Open""","""High""","""Low""","""Close""","""Volume""","""LogReturn""","Sector"
"AAPL","W","2023-03-24","158.86000061035156","160.33999633789062","157.85000610351562","160.25","59256343","0","TechnologyHardwareAndEquipment"
"AAPL","W","2023-03-31","159.94000244140625","165.","155.97999572753906","164.89999389648438","267939590","2.9017122598966383","TechnologyHardwareAndEquipment"
"AAPL","W","2023-04-06","164.27000427246094","166.83999633789062","161.8000030517578","164.66000366210938","200156349","-0.14553683642080095","TechnologyHardwareAndEquipment"
"AAPL","W","2023-04-14","161.4199981689453","166.32000732421875","159.77999877929688","165.2100067138672","263326290","0.33402346624893386","TechnologyHardwareAndEquipment"
"AAPL","W","2023-04-21","165.08999633789062","168.16000366210938","164.02999877929688","165.02000427246094","249953109","-0.11500661805268209","TechnologyHardwareAndEquipment"
"AAPL","W","2023-04-28","165.","169.85000610351562","162.8000030517578","169.67999267578125","256340620","2.8238930327660894","TechnologyHardwareAndEquipment"
"AAPL","W","2023-05-05","169.27999877929688","174.3000030517578","164.30999755859375","173.57000732421875","360723248","2.2925594155761564","TechnologyHardwareAndEquipment"
"AAPL","W","2023-05-12","172.47999572753906","174.58999633789062","171.","172.57000732421875","250061982","-0.43786366764413387","TechnologyHardwareAndEquipment"
"AAPL","W","2023-05-19","173.16000366210938","176.38999938964844","170.4199981689453","175.16000366210938","258634688","1.5008380529442977","TechnologyHardwareAndEquipment"
"AAPL","W","2023-05-26","173.97999572753906","175.77000427246094","170.52000427246094","175.42999267578125","250354916","0.15413850652383765","TechnologyHardwareAndEquipment"
"AAPL","W","2023-06-02","176.9600067138672","181.77999877929688","176.57000732421875","180.9499969482422","286488411","3.146556747945972","TechnologyHardwareAndEquipment"
"AAPL","W","2023-06-09","182.6300048828125","184.9510040283203","177.32000732421875","180.9600067138672","347854340","0.00553178546216504","TechnologyHardwareAndEquipment"
"AAPL","W","2023-06-16","181.27000427246094","186.99000549316406","180.97000122070312","184.9199981689453","333836397","2.188324109282158","TechnologyHardwareAndEquipment"
"AAPL","W","2023-06-23","184.41000366210938","187.55999755859375","182.58999633789062","186.67999267578125","203677112","0.9517599633696472","TechnologyHardwareAndEquipment"
"AAPL","W","2023-06-30","186.8300018310547","194.47999572753906","185.22999572753906","193.97000122070312","281596832","3.9050829392214936","TechnologyHardwareAndEquipment"
"AAPL","W","2023-07-07","193.77999877929688","193.8800048828125","189.1999969482422","190.67999267578125","170349466","-1.696142972736503","TechnologyHardwareAndEquipment"
"AAPL","W","2023-07-14","189.25999450683594","191.6999969482422","186.60000610351562","190.69000244140625","250269110","0.005249510179083927","TechnologyHardwareAndEquipment"
"AAPL","W","2023-07-21","191.89999389648438","198.22999572753906","191.22999572753906","191.94000244140625","310914135","0.655514176934413","TechnologyHardwareAndEquipment"
"AAPL","W","2023-07-28","193.41000366210938","197.1999969482422","192.25","195.8300018310547","226011789","2.026674658835592","TechnologyHardwareAndEquipment"
"AAPL","W","2023-08-04","196.05999755859375","196.72999572753906","181.9199981689453","181.99000549316406","302694989","-7.0673524018196705","TechnologyHardwareAndEquipment"
"AAPL","W","2023-08-11","182.1300048828125","183.1300048828125","176.5500030517578","177.7899932861328","332501087","-2.1759503750220954","TechnologyHardwareAndEquipment"
"AAPL","W","2023-08-18","177.97000122070312","179.69000244140625","171.9600067138672","174.49000549316406","261498109","-1.8561155956948738","TechnologyHardwareAndEquipment"
"AAPL","W","2023-08-25","175.07000732421875","181.5500030517578","173.73500061035156","178.61000061035156","247514268","2.361163956378509","TechnologyHardwareAndEquipment"
